Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
portscan-11,192.168.1.200,35714,192.168.1.100,8080,6,2024-01-01 10:05:00,334.4692839667755,1,0,44,0,46.0,49.0,54.0,0.0,0.0,0.0,0.0,0.0,272.6558439093485,4.709754206776501,468.78878033170326,0.0,222.8466758032258,492.2633717395185,480.07727390187733,326.87553108959867,0.0,163.71883778979006,332.6456228467647,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,7.4492161889032,0.0,48.0,44.0,42.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,44,0,0,2800,0,0,55,411.05923567532744,122.05814999180446,122.47935095901212,181.2904949977312,0.0,0.0,0.0,0.0,PortScan
portscan-12,192.168.1.200,57656,192.168.1.100,8443,6,2024-01-01 10:05:00,368.91449474748055,1,0,59,0,55.0,48.0,46.0,0.0,0.0,0.0,0.0,0.0,262.9910050793525,2.6515549165941374,346.33841854532534,0.0,251.75426780512947,433.9756536956711,109.20640325170407,306.33684937550174,0.0,291.27962184224424,471.6315936497737,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,7.429043721437338,0.0,50.0,43.0,56.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,55.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,56,0,0,7073,0,0,57,206.85066234891232,137.3741685000798,441.2492334297215,320.2232342730172,0.0,0.0,0.0,0.0,PortScan
portscan-13,192.168.1.200,56569,192.168.1.100,21,6,2024-01-01 10:05:00,161.48535164585044,1,0,50,0,47.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0,186.07782079237526,8.525498200403948,341.29323419897736,0.0,259.31284032106396,215.84100276417945,378.8017840918007,286.59686392367234,0.0,141.1906570923711,491.34117465227996,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,7.765735706138356,0.0,47.0,47.0,49.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,50.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,52,0,0,7369,0,0,51,128.33443667165608,185.26709389495008,295.93059351555564,199.4344658569693,0.0,0.0,0.0,0.0,PortScan
portscan-14,192.168.1.200,14496,192.168.1.100,22,6,2024-01-01 10:05:00,439.59460050594504,1,0,43,0,40.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,294.7820151392358,9.038186828578525,325.24201416701806,0.0,202.86841866770348,157.03643621498404,244.1811337958821,215.69651891078317,0.0,125.54218415524439,112.8441451736999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,6.314308715702205,0.0,54.0,51.0,53.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,40.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,51,0,0,3368,0,0,56,481.44649772242366,148.0829275133467,323.4493717821307,309.81460493903575,0.0,0.0,0.0,0.0,PortScan
ssh-0,172.16.1.50,8291,192.168.1.100,22,6,2024-01-01 10:10:00,4212.302221068218,29,16,1356,1489,102.64924295435107,44.44306544971968,46.758620689655174,69.88825031454066,82.35749994006952,44.761119290811976,93.0625,27.512288030243838,675402.6303645711,10682.99415339392,93.60671602373819,487.5725907299344,2636.375202912306,56.95628921260254,2106.151110534109,72.62590036324515,600.8841374604764,2107.205196741612,186.97125516957982,2106.151110534109,131.63444440838182,781.4984721288923,2965.108473346354,168.97708840183878,29,16,0,0,1160,640,6884.596232187192,3798.397921206727,39.3906566255678,161.02729388995414,63.22222222222222,40.240047143149795,5146.363011999159,0,1,1,45,44,0,0,0,1.0980825958702065,63.22222222222222,46.758620689655174,93.0625,0.0,0.0,0.0,0.0,0.0,0.0,29,1356,16,1489,6585,6100,10,43,647.2582181289376,419.9652420843531,4432.068624101228,271.7546450842402,264.5928201481562,178.2058773938374,890.3083450492337,153.64236421574356,SSH-Patator
ssh-1,172.16.1.50,42836,192.168.1.100,22,6,2024-01-01 10:10:00,7401.633167449878,23,24,1030,560,151.78567339149282,41.6161987010055,44.78260869565217,72.02221234283066,142.71066340998073,44.289759262306085,23.333333333333332,31.219861736811623,214817.455016865,6349.949928171481,157.48155675425272,721.4555336380673,2769.9436693256393,197.15618426843344,3700.816583724939,160.90506885760604,391.02399837384917,1836.5203098481136,198.809384898377,3700.816583724939,154.20069098853912,425.8805563176318,2405.6760066263805,171.06318784866352,23,24,0,0,920,960,3107.4223052754055,3242.527622896075,30.45722306313415,107.36317873013402,33.829787234042556,43.17564932263426,2262.62532785673,0,1,1,47,45,0,0,0,0.5436893203883495,33.829787234042556,44.78260869565217,23.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,23,1030,24,560,6335,5232,10,43,1708.3225859609067,694.9037774077773,4453.978892935622,239.69834821437863,472.23604875539877,157.633362507483,1044.114582184536,163.79222304223705,SSH-Patator
ssh-2,172.16.1.50,61202,192.168.1.100,22,6,2024-01-01 10:10:00,7909.358062244272,29,17,669,887,174.45805646599922,40.860175879071754,23.06896551724138,62.2471245349915,84.86939947668772,44.853475396582255,52.1764705882353,58.63270845129509,196728.98707515167,5815.895504792401,171.94256657052765,354.2681903343646,2587.1235953939126,149.5855701395608,3954.679031122136,136.36824245248746,770.8777624090552,1744.8428996494376,187.75050284141514,3954.679031122136,232.6281783013021,479.2250724805988,2758.5506581577492,75.23792555887026,29,17,0,0,1160,680,3666.5428182386877,2149.3526865537133,43.39069370917129,195.6230776890975,33.82608695652174,21.258266754895573,4501.346485979748,0,1,0,46,46,0,0,0,1.3258594917787743,33.82608695652174,23.06896551724138,52.1764705882353,0.0,0.0,0.0,0.0,0.0,0.0,29,669,17,887,3176,7959,16,54,650.3960535224971,725.8804054041723,4915.438593604702,288.1339178926102,115.3484328221702,116.9443244715625,897.588281628624,168.95666875006722,SSH-Patator
ssh-3,172.16.1.50,3973,192.168.1.100,22,6,2024-01-01 10:10:00,6373.072431240124,14,27,1813,505,153.35182975807209,45.29058965492951,129.5,39.469059188210295,109.6724442067472,30.605615425971525,18.703703703703702,41.2670239341376,363717.8182123602,6433.317750952014,155.44079100585668,617.1068300317586,2118.3367113256645,72.60027511797408,3186.536215620062,227.6097296871473,332.15840554654255,2453.698638506126,106.43693029960157,3186.536215620062,118.01985983778007,257.90484013875806,2774.9188299921493,81.48799378920096,14,27,0,0,560,1080,2196.742646666541,4236.575104285473,34.87228496708059,187.8619947213282,56.53658536585366,75.68962385102208,610.9406895804004,0,1,0,41,41,0,0,0,0.2785438499724214,56.53658536585366,129.5,18.703703703703702,0.0,0.0,0.0,0.0,0.0,0.0,14,1813,27,505,5890,3019,15,53,824.9467972235791,540.7674585620657,4357.107078156005,183.6418882836935,161.0328109727032,123.84131221458763,1186.2359379432123,98.14484908788,SSH-Patator
ssh-4,172.16.1.50,11831,192.168.1.100,22,6,2024-01-01 10:10:00,4827.010802336957,22,12,851,1270,193.8339112040511,44.06309653866761,38.68181818181818,68.42392174089704,133.2877455923216,32.776253055559756,105.83333333333333,51.1333681170771,439402.3727838221,7043.696687718036,141.97090595108696,796.9644184402416,2652.791210393435,79.24464237927455,2413.5054011684783,109.70479096220356,432.89689131428815,1665.9892681371266,157.77008662167609,2413.5054011684783,201.1254500973732,366.143296512406,1247.2175978197222,70.29771769017546,22,12,0,0,880,480,4557.686092052846,2486.010595665189,38.76135308893681,161.82221128522582,62.38235294117647,47.60902326301688,2577.506931429946,0,1,1,34,33,0,0,0,1.4923619271445359,62.38235294117647,38.68181818181818,105.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,22,851,12,1270,6321,5772,6,43,1501.6493384396526,651.6890903414842,3725.523466550114,364.0282038309474,475.1807897426874,64.63640233069844,1020.2955553656084,141.35742188050318,SSH-Patator
ssh-5,172.16.1.50,28321,192.168.1.100,22,6,2024-01-01 10:10:00,7976.499231202409,20,12,1577,833,127.70400374224072,54.275796065175236,78.85,52.48587201767047,94.2067733526526,44.82299245910356,69.41666666666667,41.104060737143804,302137.5581122832,4011.7850039805235,249.26560097507527,718.2145601121607,1446.421136214114,188.09243146098717,3988.2496156012044,199.4124807800602,242.4970952539008,2029.0495478539156,86.39878911799889,3988.2496156012044,332.3541346334337,370.0838914952574,1702.4973245125607,173.98526315976085,20,12,0,0,800,480,2507.365627487827,1504.4193764926963,38.20752288457787,192.24828302275193,75.3125,63.61949546749836,1242.809086910328,0,1,0,32,30,0,0,0,0.5282181357006975,75.3125,78.85,69.41666666666667,0.0,0.0,0.0,0.0,0.0,0.0,20,1577,12,833,4455,3648,18,50,529.0188875134121,252.44489256750347,4706.751926988682,259.65079094770533,122.1510612010519,198.13399978835128,690.6787669310461,182.3370067402309,SSH-Patator
ssh-6,172.16.1.50,57292,192.168.1.100,22,6,2024-01-01 10:10:00,4368.975612139023,27,11,737,845,188.44977811966447,51.183028244803864,27.296296296296298,31.324090734214533,90.05041108347103,34.22931996906736,76.81818181818181,47.79740552905381,362098.61085158656,8697.691031833305,114.97304242471112,620.5522337111586,1919.6712680576957,72.86672885346468,2184.4878060695114,80.90695578035228,588.2519647921872,2864.8762464546953,147.04972682197706,2184.4878060695114,198.58980055177378,791.1450567011166,2545.431338634202,142.18001647620636,27,11,0,0,1080,440,6179.938364723665,2517.752667109641,32.81750595805917,144.0886030937113,41.63157894736842,61.00227161422684,1378.986420677375,0,1,0,38,38,0,0,0,1.146540027137042,41.63157894736842,27.296296296296298,76.81818181818181,0.0,0.0,0.0,0.0,0.0,0.0,27,737,11,845,7031,4421,8,42,565.9601524538859,449.84126622823766,2285.8326547913202,215.66717084093972,190.6615739055208,165.42662816816718,1158.4269986773586,76.74722274092426,SSH-Patator
ssh-7,172.16.1.50,43532,192.168.1.100,22,6,2024-01-01 10:10:00,4412.710235830926,10,22,1983,773,179.51886257898877,58.95216985480574,198.3,56.13854091793765,129.41478679642734,31.87541828064116,35.13636363636363,37.17928922634323,624559.4776700849,7251.779131147576,137.89719486971643,660.2208313375999,2024.5215854346886,77.23638656552974,2206.355117915463,220.6355117915463,624.3710481068313,2469.974827167543,59.7149305796224,2206.355117915463,100.2888689961574,632.4382927834608,1439.5363449443742,121.22068883880202,10,22,0,0,400,880,2266.1809784836173,4985.598152663958,55.7163278848478,184.86267633990838,86.125,30.43792674519694,1063.9088248252592,0,1,0,32,32,0,0,0,0.38981341401916286,86.125,198.3,35.13636363636363,0.0,0.0,0.0,0.0,0.0,0.0,10,1983,22,773,6877,3512,9,53,1169.2826295606842,295.5525306511755,3877.992822600527,418.2672690885673,398.46594809100134,171.11686478093267,1034.8702228826062,150.64524030718815,SSH-Patator
ssh-8,172.16.1.50,18206,192.168.1.100,22,6,2024-01-01 10:10:00,2957.971887666515,19,28,977,1168,159.56614864732578,57.047590724423166,51.421052631578945,58.15148857036234,123.44461404009547,42.13193048234723,41.714285714285715,56.43823268297288,725159.0216065737,15889.265275295555,62.93557207801096,549.6343848399208,1250.8122060399487,98.47577939481795,1478.9859438332576,77.84136546490829,703.4647189036109,2548.1970671268236,86.88415406241594,1478.9859438332576,52.820926565473485,516.1124820082198,2258.5611311473285,190.65914655897265,19,28,0,0,760,1120,6423.320004906714,9465.94527038884,33.90377940046701,172.92906008825128,45.638297872340424,78.94419493119608,6319.635846670873,0,1,0,47,45,0,0,0,1.195496417604913,45.638297872340424,51.421052631578945,41.714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,19,977,28,1168,3263,2741,8,56,1576.0572907515084,550.3956844197396,4941.652752033145,395.6067584653055,114.6275084206855,155.33086731177426,1439.4237830687812,152.10342613568844,SSH-Patator
ssh-9,172.16.1.50,13840,192.168.1.100,22,6,2024-01-01 10:10:00,5438.775541848971,19,17,1186,321,198.55320776814062,57.00352111008404,62.421052631578945,51.161759686050075,147.68524343056984,45.48728015969005,18.88235294117647,30.21991465036351,277084.4261551707,6619.136922087688,151.07709838469364,714.7417703086022,1000.447828321392,182.6181875032469,2719.3877709244857,143.1256721539203,727.1223425400991,2768.192684114716,158.20268322797665,2719.3877709244857,159.96398652496976,698.9926040399473,2189.9174086698695,114.08702546531165,19,17,0,0,760,680,3493.43337554628,3125.7035465414083,30.956710029713644,134.71630068570096,41.861111111111114,38.80721937244456,5860.950977665732,0,1,1,36,34,0,0,0,0.2706576728499157,41.861111111111114,62.421052631578945,18.88235294117647,0.0,0.0,0.0,0.0,0.0,0.0,19,1186,17,321,5195,6891,9,51,1596.576838910246,260.467117148239,2002.626831113053,463.2018697751268,427.708703846114,95.64803653320567,1195.6731919983627,90.61165460222037,SSH-Patator
benign-0,192.168.1.1,9266,10.0.0.1,443,6,2024-01-01 10:15:00,148564.5058045087,453,185,334995,286066,1232.6191816339099,46.83775306179166,739.5033112582781,124.54488474027147,1182.5546737216848,42.96262119949346,1546.3027027027026,374.44609802002617,4180413.057862114,4294.430870584418,232.85972696631455,3702.237235145611,36536.89563904269,646.6320932961256,74282.25290225435,163.97848322793453,1833.0559737620927,27653.50752522906,340.8504745784667,74282.25290225435,401.525691363537,3905.1427790716652,40496.14597297419,135.93474360569343,362,148,0,0,18120,7400,3049.1805397723215,1245.2503308120959,40.66188151288535,1128.3121655874536,973.4498432601881,429.6035176711816,242291.77962686025,0,1,0,510,636,0,0,0,0.8539411035985611,973.4498432601881,739.5033112582781,1546.3027027027026,3686.719402203317,7.399735701821754,4052.430370298365,1879.2753050903063,12.930772223627212,3321.9038028684954,453,334995,185,286066,47355,47716,107,50,11539.555830284287,4540.068275384892,44140.913699338395,1248.1262976924104,4213.884448578217,1737.016330343013,5401.232051522139,249.7515733135378,BENIGN
benign-1,192.168.1.2,2367,10.0.0.1,443,6,2024-01-01 10:15:00,231832.48921886485,255,201,181286,52759,1131.7958912885708,51.51886088334672,710.9254901960784,465.0293879114748,1007.7967081917117,46.056823657176125,262.48258706467664,80.64317397000288,1009543.5751416463,1966.93742769378,508.4045816203177,3174.8017768468835,45168.30624804904,638.3872899825529,115916.24460943243,454.573508272284,2055.0840245590275,47487.23744511773,616.6835938375674,115916.24460943243,576.6977343752857,3868.232322193209,22716.80111662902,580.8360092716209,204,160,0,0,10200,8040,1099.9321141708638,867.0053135229161,39.8641921570451,1183.541063949256,513.2565789473684,374.02412066766584,174744.2951985204,0,1,0,364,454,0,0,0,0.29102633407985173,513.2565789473684,710.9254901960784,262.48258706467664,4673.615356490024,19.74671311849851,4928.259862242994,1867.7959758788506,8.477364386713905,3191.0458692702673,255,181286,201,52759,38588,29859,168,53,12207.539245495487,2419.8072352931263,35424.806218943195,1992.011635756949,4843.252708554979,1151.1741892549553,8109.197985533324,891.9156236976546,BENIGN
benign-2,192.168.1.3,64653,10.0.0.1,443,6,2024-01-01 10:15:00,461700.6134564616,151,370,122124,254621,1007.9007028784702,47.38533443180938,808.7682119205298,141.45370321545226,1108.182292000625,40.68773914192839,688.1648648648649,164.93166015443109,815994.1507973047,1128.436880556864,886.1815997244944,1569.8480747040967,45720.88826326547,583.5066960163751,230850.3067282308,1528.8099783326543,1743.891818327342,30499.970073501972,889.7794622457857,230850.3067282308,623.9197479141372,3191.371203890664,41848.56037989381,306.7415735505018,120,296,0,0,6040,14800,327.05176384661513,801.385116710249,46.61293180816897,1131.3338786385616,723.1190019193858,411.6905886909076,127166.2254344145,0,1,0,416,519,0,0,0,2.084938259473977,723.1190019193858,808.7682119205298,688.1648648648649,3779.083370514141,12.718608668431834,2363.612418881705,2715.548763100265,9.897753353581304,1759.9565997424513,151,122124,370,254621,54365,37341,96,41,11566.84438469508,2435.3955047283252,30363.327242533047,3747.391541952311,2459.16480064379,1333.0056178821524,10027.531121833243,735.3241040702239,BENIGN
benign-3,192.168.1.4,20789,10.0.0.1,443,6,2024-01-01 10:15:00,160981.42383367976,216,411,418352,375224,1455.1626897433302,41.46223913468681,1936.8148148148148,428.6268498526255,1087.3009737150212,30.82732554668995,912.9537712895377,204.10040005090997,4929612.256504169,3894.859326426346,256.74868235036644,2442.8965183304294,34300.800795829346,280.94974162178806,80490.71191683988,372.6421848001846,2889.6070099878784,49292.74019184832,776.9238206518513,80490.71191683988,195.84114821615543,3297.336790912059,14909.686284243176,859.6319476743315,172,328,0,0,8640,16440,1341.7697201085975,2553.0896063177483,36.52021789144315,1306.0845901317878,1265.671451355662,181.1974453999813,141254.21437492073,1,1,0,501,625,0,0,0,0.8969097793245879,1265.671451355662,1936.8148148148148,912.9537712895377,2347.898784860374,9.187000990105453,1521.3833816861916,1387.87475099389,13.302958160063808,3982.0691177392814,216,418352,411,375224,23923,40785,178,55,11203.68062775988,5917.868689555088,46868.0668008745,3933.7316117551695,1039.6387840948323,1437.6095107816432,7709.580118730826,917.524511317596,BENIGN
benign-4,192.168.1.5,30256,10.0.0.1,443,6,2024-01-01 10:15:00,494959.7202420196,219,351,192685,267539,1043.49421160881,44.557378606634934,879.8401826484019,423.28368181112666,1117.8214932510311,42.015451392772945,762.2193732193732,303.973506363136,929821.1171102268,1151.6088616691638,868.3503863895081,2150.279510977037,14583.130564690673,652.4589681094915,247479.8601210098,1130.0450233836063,3789.1469022763804,42916.06727798284,716.5269462063588,247479.8601210098,705.0708265555835,3065.1321326031266,12988.364256315617,571.6355988873363,175,280,0,0,8760,14040,442.46024685183664,709.1486148173273,39.527729969743305,1391.4907816124219,807.4105263157895,277.5154581228019,233772.16239128582,1,1,0,456,568,0,0,0,1.388478604977035,807.4105263157895,879.8401826484019,762.2193732193732,4692.760716817538,17.49170568483304,4780.67787270489,1249.8497397106999,13.15823548012441,1338.4118243208643,219,192685,351,267539,28414,29037,129,48,15737.348152709808,3974.011752022344,55271.98313165437,4758.211147305624,1046.6646902444943,1000.4051231106039,11309.377668696176,950.4513436794616,BENIGN
benign-5,192.168.1.6,1188,10.0.0.1,443,6,2024-01-01 10:15:00,312328.81298818334,100,173,407163,205607,1215.4788141158665,44.426857848079955,4071.63,496.86940902970946,940.1369794409828,40.010956388170634,1188.4797687861271,233.74284857968183,1961938.7469806815,874.0788190115803,1144.0615860373016,4691.391895306388,28588.607174079654,783.6756493103908,156164.40649409167,1561.6440649409167,2075.591803345612,31147.132974503987,962.1056847647815,156164.40649409167,902.684430601686,1802.7201938979329,33652.27838147917,870.846937437539,80,138,0,0,4000,6920,320.17539157933345,553.9034274322469,39.8589328947217,1387.6345459659399,2244.578754578755,236.7887137684248,169773.79240166373,0,1,0,218,271,0,0,0,0.5049746661656388,2244.578754578755,4071.63,1188.4797687861271,4980.352175752147,13.400423922545341,3194.5599483915307,1752.123436509593,13.558472159961987,3600.4192332416437,100,407163,173,205607,40459,38034,89,47,7469.373228119741,4257.094342319764,40482.242209245494,4755.561973124731,2221.0621570119665,790.547211722982,14685.544828332915,130.54889743968175,BENIGN
benign-6,192.168.1.7,39886,10.0.0.1,443,6,2024-01-01 10:15:00,225080.150747345,393,174,332257,346548,1301.2438269547392,45.491598748635255,845.4376590330788,297.8430951950793,860.6013029440321,44.93077236592704,1991.655172413793,172.10652881419458,3015836.7930096434,2519.102631295391,396.96675616815696,4976.843941562705,49970.75534137568,233.30308285908987,112540.0753736725,286.3615149457316,3389.797190474656,39381.48141089841,486.5805770239736,112540.0753736725,646.7820423774282,3558.343494069433,43073.92526170389,299.2986315139906,314,139,0,0,15720,6960,1746.0446809507735,773.0579503446173,47.200626988813376,1044.5839149250971,1197.1869488536156,183.27870389092706,167392.28173797583,1,1,0,453,565,0,0,0,1.0430118853778851,1197.1869488536156,845.4376590330788,1991.655172413793,2293.4595723395514,18.920667490384375,1972.8238339718303,1616.7980582238094,7.740232083030353,3816.88591247861,393,332257,174,346548,51260,22119,197,46,10639.51854799581,7437.316327097214,37804.799810774195,1214.1099990659905,2886.2124901582356,577.2055794561836,10814.19360095838,452.69655091702185,BENIGN
benign-7,192.168.1.8,44425,10.0.0.1,443,6,2024-01-01 10:15:00,304019.40436199226,124,214,474903,233146,1402.4103522421165,44.65895156884611,3829.8629032258063,132.08561125068306,1023.1738519689686,48.42915032652789,1089.4672897196263,261.7952513709196,2328959.894799789,1111.7711407576717,899.4656933786753,3669.9617663161334,25496.587767352197,506.5854686798072,152009.70218099613,1225.8846950080333,4207.302989561866,30342.498765332784,943.3010225860087,152009.70218099613,710.3257111261502,4593.321625548083,42524.76304747497,207.3274819793733,99,171,0,0,4960,8560,407.8687025264831,703.9024382311886,35.768912303601994,1387.821157504562,2094.819526627219,326.3861693792819,190754.16611019865,1,1,0,270,336,0,0,0,0.4909339380884096,2094.819526627219,3829.8629032258063,1089.4672897196263,3661.7857872705977,5.552891325674592,1039.3677625982934,2371.247807370839,12.482030499804821,2049.6204486378265,124,474903,214,233146,20504,40555,99,50,17257.42241671397,6070.94086965088,21478.535588089624,3279.9552039362193,3264.932210871653,1695.1024358206134,7463.756108582242,136.89981891696547,BENIGN
benign-8,192.168.1.9,56950,10.0.0.1,443,6,2024-01-01 10:15:00,491805.9138940199,315,282,361632,275204,1295.8209315319752,55.401248828551324,1148.0380952380951,309.2220802750596,930.7909406383667,48.90443050406045,975.9007092198582,327.30121008318076,1294892.9283051137,1213.893495653752,823.7955006599998,3112.8127111048734,40341.57264165132,127.95473920655874,245902.95694700995,780.6443077682856,4764.5197916764955,47226.26128875484,698.9986953291617,245902.95694700995,871.9963012305318,1037.7259137616468,45556.899706570395,730.8175437356495,252,225,0,0,12600,11280,640.4965680585124,573.3969275952396,47.594244395363944,1137.1960232941183,1066.7269681742043,122.73460838335764,183460.52451633802,0,1,0,477,595,0,0,0,0.7610056632156447,1066.7269681742043,1148.0380952380951,975.9007092198582,2085.1869943348265,16.627808003220736,3778.19350603268,3978.9730449273916,8.192866042124189,1796.8412408468303,315,361632,282,275204,59022,23311,114,44,8600.604871496693,3434.6457474235326,20769.832964088117,2897.8940717690357,3115.350355773396,1125.9338893577942,11405.572456149306,176.82993132197797,BENIGN
benign-9,192.168.1.10,60045,10.0.0.1,443,6,2024-01-01 10:15:00,77974.18314889746,144,141,465221,359734,1170.2005871088593,49.110473752439,3230.7013888888887,125.61208217449833,971.0528054337271,45.67202549069577,2551.304964539007,243.93296491526343,10579847.927674826,3655.055923519859,273.5936250838507,1306.3136370793459,25480.313566535675,288.67640237571595,38987.09157444873,270.7436914892273,2307.892722239051,15456.428803991887,548.0569579481969,38987.09157444873,276.50419556346617,3948.4198953389437,10149.185131903247,103.29338908494775,115,112,0,0,5760,5640,1846.7650981995077,1808.2908253203514,34.310496784228725,1310.4914320656499,2894.5789473684213,159.46806537013458,93617.33851573098,1,1,0,228,283,0,0,0,0.7732540018614809,2894.5789473684213,3230.7013888888887,2551.304964539007,3341.5390442908747,13.33239124684887,2698.4141151598683,3850.8658171618035,8.000122163424415,1066.6370367315117,144,465221,141,359734,52753,39630,103,58,15477.070505346112,7178.833747519138,45089.33961724662,3459.675704665557,2060.8316386278084,1767.8134918235642,10840.79903841213,112.1238092181242,BENIGN
benign-10,192.168.1.11,21561,10.0.0.1,443,6,2024-01-01 10:15:00,355736.8288213584,260,345,304442,228500,1076.1011844677794,47.443284623656496,1170.9307692307693,403.2231257824597,901.1615962673385,43.86671266814023,662.3188405797101,352.60186540777204,1498135.578949655,1700.6954326447178,587.9947583824105,1426.475974956429,47669.15344595842,568.7108312723241,177868.4144106792,684.10928619492,1473.6700090809634,14959.442630081598,623.307457235082,177868.4144106792,515.5606214802295,3636.591419011118,11723.834780180641,922.1331986844414,208,276,0,0,10400,13800,730.877376012606,969.8180566321118,36.79168440812998,1219.4460666675552,880.895867768595,308.4649616062769,185608.73609484913,1,1,0,484,603,0,0,0,0.7505534715972172,880.895867768595,1170.9307692307693,662.3188405797101,2750.111885597209,13.697500114993042,4038.56503389971,3645.223662947866,14.811691463172926,2837.876895326239,260,304442,345,228500,39734,59679,82,48,17574.544952738994,4069.9387666469383,28375.881682098076,2197.855714080884,2460.0069802357852,838.9152824850962,12209.417120032133,840.2072632899097,BENIGN
benign-11,192.168.1.12,19240,10.0.0.1,443,6,2024-01-01 10:15:00,123995.45896746988,428,101,325717,85313,1039.2885427879535,53.53976029745192,761.0210280373832,430.5179932373408,886.4824471280073,48.4327346094223,844.6831683168317,370.1309770704702,3314879.4594795075,4266.28526887249,234.39595267952717,4911.576768996877,48855.079526607966,590.6557190234913,61997.72948373494,144.85450813956763,2660.7233200625733,40130.85697875512,833.2854257530685,61997.72948373494,613.8389057795539,2193.7171722289418,11445.073582725938,510.30931914477276,342,80,0,0,17120,4040,3451.7393101652656,814.5459587072239,30.739652206375844,1254.0246913832166,776.9943289224952,177.4174551862742,201024.10890745177,0,1,0,423,527,0,0,0,0.2619236944955283,776.9943289224952,761.0210280373832,844.6831683168317,2803.367796215248,15.398285406152253,4546.911676871203,2985.574594358238,11.818182839988868,3563.4922450808476,428,325717,101,85313,47932,40514,74,40,13997.992546055957,5496.8555014135045,31800.332833895372,2643.93885851556,4638.767329874554,1147.1465894017379,12701.29749388406,337.7622114073907,BENIGN
benign-12,192.168.1.13,6041,10.0.0.1,443,6,2024-01-01 10:15:00,267098.57825890987,465,446,447099,245466,1241.571555596289,46.65290378242393,961.5032258064516,314.80795367454726,861.4412329742727,39.5198571351545,550.3721973094171,190.0834627300168,2592919.080717336,3410.7257550316476,293.19273134896804,2077.095818792168,45813.72823092341,525.1749519585837,133549.28912945493,287.2027723214085,4560.605327226109,22989.362243998934,298.6207996233718,133549.28912945493,299.43786800326217,3343.2979247142375,34753.732568043226,493.39505822856904,372,356,0,0,18600,17840,1740.9302701314118,1669.7954849002358,44.97440955235673,1439.4622991367512,760.225027442371,136.52336578523898,81125.84388116364,1,1,0,728,909,0,0,0,0.54901934470889,760.225027442371,961.5032258064516,550.3721973094171,4145.51943410819,6.90049876617267,3340.182753864317,2256.9917351026143,13.286656234411359,3360.628102586821,465,447099,446,245466,46740,49793,158,50,17758.042172088888,3537.579193880353,47009.18007562046,2985.313370924325,2455.9784446779477,1434.8278946404403,5852.944877987785,640.010069808535,BENIGN
